_id,reactant,product,reaction,condition,template_r0,template_r1
215,CC(=O)Br.CO,CC(=O)OC,[CH3:1][C:2](=[O:3])Br.[CH3:5][OH:4]>>[CH3:1][C:2](=[O:3])[O:4][CH3:5],py,[C;H0;D3;+0:1]-[O;H0;D2;+0:2]>>Br-[C;H0;D3;+0:1].[OH;D1;+0:2],[C;D1;H3:2]-[C;H0;D3;+0:1](=[O;D1;H0:3])-[O;H0;D2;+0:5]-[C;D1;H3:4]>>Br-[C;H0;D3;+0:1](-[C;D1;H3:2])=[O;D1;H0:3].[C;D1;H3:4]-[OH;D1;+0:5]
216,CC(=O)Br.CCO,CC(=O)OCC,[CH3:1][C:2](=[O:3])Br.[CH3:6][CH2:5][OH:4]>>[CH3:1][C:2](=[O:3])[O:4][CH2:5][CH3:6],py,[C;H0;D3;+0:1]-[O;H0;D2;+0:2]>>Br-[C;H0;D3;+0:1].[OH;D1;+0:2],[C:4]-[O;H0;D2;+0:5]-[C;H0;D3;+0:1](-[C;D1;H3:2])=[O;D1;H0:3]>>Br-[C;H0;D3;+0:1](-[C;D1;H3:2])=[O;D1;H0:3].[C:4]-[OH;D1;+0:5]
217,CC(=O)Br.OC(C)C,CC(=O)OC(C)C,[CH3:1][C:2](=[O:3])Br.[OH:4][CH:5]([CH3:6])[CH3:7]>>[CH3:1][C:2](=[O:3])[O:4][CH:5]([CH3:6])[CH3:7],py,[C;H0;D3;+0:1]-[O;H0;D2;+0:2]>>Br-[C;H0;D3;+0:1].[OH;D1;+0:2],[C:4]-[O;H0;D2;+0:5]-[C;H0;D3;+0:1](-[C;D1;H3:2])=[O;D1;H0:3]>>Br-[C;H0;D3;+0:1](-[C;D1;H3:2])=[O;D1;H0:3].[C:4]-[OH;D1;+0:5]
218,CC(=O)Br.OC(C)(C)C,CC(=O)OC(C)(C)C,[CH3:1][C:2](=[O:3])Br.[OH:4][C:5]([CH3:6])([CH3:7])[CH3:8]>>[CH3:1][C:2](=[O:3])[O:4][C:5]([CH3:6])([CH3:7])[CH3:8],py,[C;H0;D3;+0:1]-[O;H0;D2;+0:2]>>Br-[C;H0;D3;+0:1].[OH;D1;+0:2],[C;D1;H3:2]-[C;H0;D3;+0:1](=[O;D1;H0:3])-[O;H0;D2;+0:8]-[C:5](-[C;D1;H3:4])(-[C;D1;H3:6])-[C;D1;H3:7]>>Br-[C;H0;D3;+0:1](-[C;D1;H3:2])=[O;D1;H0:3].[C;D1;H3:4]-[C:5](-[C;D1;H3:6])(-[C;D1;H3:7])-[OH;D1;+0:8]
219,ClS(=O)(=O)c1ccc(C)cc1.CO,COS(=O)(=O)c1ccc(C)cc1,Cl[S:3](=[O:4])(=[O:5])[c:6]1[cH:7][cH:8][c:9]([CH3:10])[cH:11][cH:12]1.[CH3:1][OH:2]>>[CH3:1][O:2][S:3](=[O:4])(=[O:5])[c:6]1[cH:7][cH:8][c:9]([CH3:10])[cH:11][cH:12]1,py,[O;H0;D2;+0:2]-[S;H0;D4;+0:1]>>Cl-[S;H0;D4;+0:1].[OH;D1;+0:2],[C;D1;H3:5]-[O;H0;D2;+0:6]-[S;H0;D4;+0:1](=[O;D1;H0:2])(=[O;D1;H0:3])-[c:4]>>Cl-[S;H0;D4;+0:1](=[O;D1;H0:2])(=[O;D1;H0:3])-[c:4].[C;D1;H3:5]-[OH;D1;+0:6]
220,ClS(=O)(=O)c1ccc(C)cc1.CCO,CCOS(=O)(=O)c1ccc(C)cc1,Cl[S:4](=[O:5])(=[O:6])[c:7]1[cH:8][cH:9][c:10]([CH3:11])[cH:12][cH:13]1.[CH3:1][CH2:2][OH:3]>>[CH3:1][CH2:2][O:3][S:4](=[O:5])(=[O:6])[c:7]1[cH:8][cH:9][c:10]([CH3:11])[cH:12][cH:13]1,py,[O;H0;D2;+0:2]-[S;H0;D4;+0:1]>>Cl-[S;H0;D4;+0:1].[OH;D1;+0:2],[C:5]-[O;H0;D2;+0:6]-[S;H0;D4;+0:1](=[O;D1;H0:2])(=[O;D1;H0:3])-[c:4]>>Cl-[S;H0;D4;+0:1](=[O;D1;H0:2])(=[O;D1;H0:3])-[c:4].[C:5]-[OH;D1;+0:6]
221,ClS(=O)(=O)c1ccc(C)cc1.OC(C)C,CC(C)OS(=O)(=O)c1ccc(C)cc1,Cl[S:5](=[O:6])(=[O:7])[c:8]1[cH:9][cH:10][c:11]([CH3:12])[cH:13][cH:14]1.[OH:4][CH:2]([CH3:1])[CH3:3]>>[CH3:1][CH:2]([CH3:3])[O:4][S:5](=[O:6])(=[O:7])[c:8]1[cH:9][cH:10][c:11]([CH3:12])[cH:13][cH:14]1,py,[O;H0;D2;+0:2]-[S;H0;D4;+0:1]>>Cl-[S;H0;D4;+0:1].[OH;D1;+0:2],[C:5]-[O;H0;D2;+0:6]-[S;H0;D4;+0:1](=[O;D1;H0:2])(=[O;D1;H0:3])-[c:4]>>Cl-[S;H0;D4;+0:1](=[O;D1;H0:2])(=[O;D1;H0:3])-[c:4].[C:5]-[OH;D1;+0:6]
222,ClS(=O)(=O)c1ccc(C)cc1.OC(C)(C)C,CC(C)(C)OS(=O)(=O)c1ccc(C)cc1,Cl[S:6](=[O:7])(=[O:8])[c:9]1[cH:10][cH:11][c:12]([CH3:13])[cH:14][cH:15]1.[OH:5][C:2]([CH3:1])([CH3:3])[CH3:4]>>[CH3:1][C:2]([CH3:3])([CH3:4])[O:5][S:6](=[O:7])(=[O:8])[c:9]1[cH:10][cH:11][c:12]([CH3:13])[cH:14][cH:15]1,py,[O;H0;D2;+0:2]-[S;H0;D4;+0:1]>>Cl-[S;H0;D4;+0:1].[OH;D1;+0:2],[C;D1;H3:5]-[C:6](-[C;D1;H3:7])(-[C;D1;H3:8])-[O;H0;D2;+0:9]-[S;H0;D4;+0:1](=[O;D1;H0:2])(=[O;D1;H0:3])-[c:4]>>Cl-[S;H0;D4;+0:1](=[O;D1;H0:2])(=[O;D1;H0:3])-[c:4].[C;D1;H3:5]-[C:6](-[C;D1;H3:7])(-[C;D1;H3:8])-[OH;D1;+0:9]
223,CO.ClP(Cl)Cl,CCl,[CH3:1]O.ClP(Cl)[Cl:2]>>[CH3:1][Cl:2],PCl3 or POCl3 or SOCl2,[CH3;D1;+0:2]-[Cl;H0;D1;+0:1]>>Cl-P(-Cl)-[Cl;H0;D1;+0:1].O-[CH3;D1;+0:2],[CH3;D1;+0:2]-[Cl;H0;D1;+0:1]>>Cl-P(-Cl)-[Cl;H0;D1;+0:1].O-[CH3;D1;+0:2]
224,CCO.ClP(Cl)Cl,CCCl,[CH3:1][CH2:2]O.ClP(Cl)[Cl:3]>>[CH3:1][CH2:2][Cl:3],PCl3 or POCl3 or SOCl2,[CH2;D2;+0:2]-[Cl;H0;D1;+0:1]>>Cl-P(-Cl)-[Cl;H0;D1;+0:1].O-[CH2;D2;+0:2],[C;D1;H3:3]-[CH2;D2;+0:2]-[Cl;H0;D1;+0:1]>>Cl-P(-Cl)-[Cl;H0;D1;+0:1].O-[CH2;D2;+0:2]-[C;D1;H3:3]
225,CC(C)O.ClP(Cl)Cl,CC(C)Cl,[CH3:1][CH:2]([CH3:3])O.ClP(Cl)[Cl:4]>>[CH3:1][CH:2]([CH3:3])[Cl:4],PCl3 or POCl3 or SOCl2,[CH;D3;+0:2]-[Cl;H0;D1;+0:1]>>Cl-P(-Cl)-[Cl;H0;D1;+0:1].O-[CH;D3;+0:2],[C;D1;H3:3]-[CH;D3;+0:2](-[C;D1;H3:4])-[Cl;H0;D1;+0:1]>>Cl-P(-Cl)-[Cl;H0;D1;+0:1].O-[CH;D3;+0:2](-[C;D1;H3:3])-[C;D1;H3:4]
226,CC(C)(C)O.ClP(Cl)Cl,CC(C)(C)Cl,[CH3:1][C:2]([CH3:3])([CH3:4])O.ClP(Cl)[Cl:5]>>[CH3:1][C:2]([CH3:3])([CH3:4])[Cl:5],PCl3 or POCl3 or SOCl2,[C;H0;D4;+0:2]-[Cl;H0;D1;+0:1]>>Cl-P(-Cl)-[Cl;H0;D1;+0:1].O-[C;H0;D4;+0:2],[C;D1;H3:3]-[C;H0;D4;+0:2](-[C;D1;H3:4])(-[C;D1;H3:5])-[Cl;H0;D1;+0:1]>>Cl-P(-Cl)-[Cl;H0;D1;+0:1].O-[C;H0;D4;+0:2](-[C;D1;H3:3])(-[C;D1;H3:4])-[C;D1;H3:5]
227,CO.BrP(Br)Br,CBr,[CH3:1]O.BrP(Br)[Br:2]>>[CH3:1][Br:2],PBr3 or POBr3,[Br;H0;D1;+0:1]-[CH3;D1;+0:2]>>Br-P(-Br)-[Br;H0;D1;+0:1].O-[CH3;D1;+0:2],[Br;H0;D1;+0:1]-[CH3;D1;+0:2]>>Br-P(-Br)-[Br;H0;D1;+0:1].O-[CH3;D1;+0:2]
228,CCO.BrP(Br)Br,CCBr,[CH3:1][CH2:2]O.BrP(Br)[Br:3]>>[CH3:1][CH2:2][Br:3],PBr3 or POBr3,[Br;H0;D1;+0:1]-[CH2;D2;+0:2]>>Br-P(-Br)-[Br;H0;D1;+0:1].O-[CH2;D2;+0:2],[Br;H0;D1;+0:1]-[CH2;D2;+0:2]-[C;D1;H3:3]>>Br-P(-Br)-[Br;H0;D1;+0:1].O-[CH2;D2;+0:2]-[C;D1;H3:3]
229,CC(C)O.BrP(Br)Br,CC(C)Br,[CH3:1][CH:2]([CH3:3])O.BrP(Br)[Br:4]>>[CH3:1][CH:2]([CH3:3])[Br:4],PBr3 or POBr3,[Br;H0;D1;+0:1]-[CH;D3;+0:2]>>Br-P(-Br)-[Br;H0;D1;+0:1].O-[CH;D3;+0:2],[Br;H0;D1;+0:1]-[CH;D3;+0:2](-[C;D1;H3:3])-[C;D1;H3:4]>>Br-P(-Br)-[Br;H0;D1;+0:1].O-[CH;D3;+0:2](-[C;D1;H3:3])-[C;D1;H3:4]
230,CC(C)(C)O.BrP(Br)Br,CC(C)(C)Br,[CH3:1][C:2]([CH3:3])([CH3:4])O.BrP([Br:5])Br>>[CH3:1][C:2]([CH3:3])([CH3:4])[Br:5],PBr3 or POBr3,[Br;H0;D1;+0:1]-[C;H0;D4;+0:2]>>Br-P(-Br)-[Br;H0;D1;+0:1].O-[C;H0;D4;+0:2],[Br;H0;D1;+0:1]-[C;H0;D4;+0:2](-[C;D1;H3:3])(-[C;D1;H3:4])-[C;D1;H3:5]>>Br-P(-Br)-[Br;H0;D1;+0:1].O-[C;H0;D4;+0:2](-[C;D1;H3:3])(-[C;D1;H3:4])-[C;D1;H3:5]
231,OCCC,C=CC,O[CH2:1][CH2:2][CH3:3]>>[CH2:1]=[CH:2][CH3:3],H2SO4,[CH2;D1;+0:1]=[CH;D2;+0:2]>>O-[CH2;D2;+0:1]-[CH2;D2;+0:2],[C;D1;H3:3]-[CH;D2;+0:2]=[CH2;D1;+0:1]>>O-[CH2;D2;+0:1]-[CH2;D2;+0:2]-[C;D1;H3:3]
232,OCC(C)C,C=C(C)C,O[CH2:1][CH:2]([CH3:3])[CH3:4]>>[CH2:1]=[C:2]([CH3:3])[CH3:4],H2SO4,[C;H0;D3;+0:2]=[CH2;D1;+0:1]>>O-[CH2;D2;+0:1]-[CH;D3;+0:2],[C;D1;H3:3]-[C;H0;D3;+0:2](-[C;D1;H3:4])=[CH2;D1;+0:1]>>O-[CH2;D2;+0:1]-[CH;D3;+0:2](-[C;D1;H3:3])-[C;D1;H3:4]
233,CC(O)(C)C,C=C(C)C,[CH3:3][C:2](O)([CH3:4])[CH3:1]>>[CH2:1]=[C:2]([CH3:3])[CH3:4],H2SO4,[C;H0;D3;+0:1]=[CH2;D1;+0:2]>>O-[C;H0;D4;+0:1]-[CH3;D1;+0:2],[C;D1;H3:2]-[C;H0;D3;+0:1](-[C;D1;H3:3])=[CH2;D1;+0:4]>>O-[C;H0;D4;+0:1](-[C;D1;H3:2])(-[C;D1;H3:3])-[CH3;D1;+0:4]
234,CC(O)C,C=CC,[CH3:1][CH:2](O)[CH3:3]>>[CH2:1]=[CH:2][CH3:3],H2SO4,[CH2;D1;+0:2]=[CH;D2;+0:1]>>O-[CH;D3;+0:1]-[CH3;D1;+0:2],[C;D1;H3:2]-[CH;D2;+0:1]=[CH2;D1;+0:3]>>O-[CH;D3;+0:1](-[C;D1;H3:2])-[CH3;D1;+0:3]
235,CCC(O)C,CC=CC,[CH3:1][CH2:3][CH:2](O)[CH3:4]>>[CH3:1][CH:2]=[CH:3][CH3:4],H2SO4,[CH3;D1;+0:4]-[CH;D2;+0:1]=[CH;D2;+0:3]-[CH3;D1;+0:2]>>O-[CH;D3;+0:1](-[CH3;D1;+0:2])-[CH2;D2;+0:3]-[CH3;D1;+0:4],[CH3;D1;+0:4]-[CH;D2;+0:1]=[CH;D2;+0:3]-[CH3;D1;+0:2]>>O-[CH;D3;+0:1](-[CH3;D1;+0:2])-[CH2;D2;+0:3]-[CH3;D1;+0:4]
236,CC(C)C(O)C,CC(C)=CC,[CH3:3][CH:4]([CH3:5])[CH:2](O)[CH3:1]>>[CH3:1][C:2]([CH3:3])=[CH:4][CH3:5],H2SO4,[CH3;D1;+0:3]-[C;H0;D3;+0:1]=[CH;D2;+0:2]>>O-[CH;D3;+0:1]-[CH;D3;+0:2]-[CH3;D1;+0:3],[C;D1;H3:2]-[C;H0;D3;+0:1](-[CH3;D1;+0:5])=[CH;D2;+0:3]-[C;D1;H3:4]>>O-[CH;D3;+0:1](-[C;D1;H3:2])-[CH;D3;+0:3](-[C;D1;H3:4])-[CH3;D1;+0:5]
237,CCC(O)(C)C,CC=C(C)C,[CH3:1][CH2:2][C:3](O)([CH3:4])[CH3:5]>>[CH3:1][CH:2]=[C:3]([CH3:4])[CH3:5],H2SO4,[C;H0;D3;+0:1]=[CH;D2;+0:2]>>O-[C;H0;D4;+0:1]-[CH2;D2;+0:2],[C;D1;H3:5]-[CH;D2;+0:4]=[C;H0;D3;+0:1](-[C;D1;H3:2])-[C;D1;H3:3]>>O-[C;H0;D4;+0:1](-[C;D1;H3:2])(-[C;D1;H3:3])-[CH2;D2;+0:4]-[C;D1;H3:5]
238,CC(C)C(C)(O)C,CC(C)=C(C)C,[CH3:5][CH:4]([CH3:6])[C:2]([CH3:1])(O)[CH3:3]>>[CH3:1][C:2]([CH3:3])=[C:4]([CH3:5])[CH3:6],H2SO5,[C;H0;D3;+0:1]=[C;H0;D3;+0:2]>>O-[C;H0;D4;+0:1]-[CH;D3;+0:2],[C;D1;H3:2]-[C;H0;D3;+0:1](-[C;D1;H3:3])=[C;H0;D3;+0:4](-[C;D1;H3:5])-[C;D1;H3:6]>>O-[C;H0;D4;+0:1](-[C;D1;H3:2])(-[C;D1;H3:3])-[CH;D3;+0:4](-[C;D1;H3:5])-[C;D1;H3:6]
239,Oc1ccccc1.O=C=O,Oc1c(C(=O)O)cccc1,[OH:1][c:2]1[cH:3][cH:7][cH:8][cH:9][cH:10]1.[O:5]=[C:4]=[O:6]>>[OH:1][c:2]1[c:3]([C:4](=[O:5])[OH:6])[cH:7][cH:8][cH:9][cH:10]1,NaOH,[OH;D1;+0:2]-[C;H0;D3;+0:1]-[c;H0;D3;+0:3]>>[C;H0;D2;+0:1]=[O;H0;D1;+0:2].[cH;D2;+0:3],[O;D1;H0:1]=[C;H0;D3;+0:2](-[OH;D1;+0:3])-[c;H0;D3;+0:5](:[c:4]):[c:6]>>[O;D1;H0:1]=[C;H0;D2;+0:2]=[O;H0;D1;+0:3].[c:4]:[cH;D2;+0:5]:[c:6]
240,Oc1ccccc1.ClC(Cl)Cl,Oc1c(C=O)cccc1,[OH:1][c:2]1[cH:3][cH:6][cH:7][cH:8][cH:9]1.Cl[CH:4](Cl)Cl>>[OH:1][c:2]1[c:3]([CH:4]=[O:5])[cH:6][cH:7][cH:8][cH:9]1,"NaOH,H2O",[CH;D2;+0:1]-[c;H0;D3;+0:2]>>Cl-[CH;D3;+0:1](-Cl)-Cl.[cH;D2;+0:2],[CH;D2;+0:1]-[c;H0;D3;+0:3](:[c:2]):[c:4]>>Cl-[CH;D3;+0:1](-Cl)-Cl.[c:2]:[cH;D2;+0:3]:[c:4]
241,Oc1ccccc1.BrBr.BrBr.BrBr,Oc1c(Br)cc(Br)cc1Br,[OH:1][c:2]1[cH:3][cH:5][cH:6][cH:8][cH:9]1.Br[Br:4].Br[Br:10].Br[Br:7]>>[OH:1][c:2]1[c:3]([Br:4])[cH:5][c:6]([Br:7])[cH:8][c:9]1[Br:10],neutral or alkaline,[Br;H0;D1;+0:2]-[c;H0;D3;+0:6].[Br;H0;D1;+0:1]-[c;H0;D3;+0:4].[Br;H0;D1;+0:3]-[c;H0;D3;+0:5]>>Br-[Br;H0;D1;+0:1].Br-[Br;H0;D1;+0:2].Br-[Br;H0;D1;+0:3].[cH;D2;+0:4].[cH;D2;+0:5].[cH;D2;+0:6],[Br;H0;D1;+0:2]-[c;H0;D3;+0:9]1:[c:4]:[c;H0;D3;+0:5](-[Br;H0;D1;+0:1]):[c:6]:[c;H0;D3;+0:7](-[Br;H0;D1;+0:3]):[c:8]:1>>Br-[Br;H0;D1;+0:1].Br-[Br;H0;D1;+0:2].Br-[Br;H0;D1;+0:3].[c:4]1:[cH;D2;+0:5]:[c:6]:[cH;D2;+0:7]:[c:8]:[cH;D2;+0:9]:1
242,COC.Br,CBr,[CH3:1]OC.[BrH:2]>>[CH3:1][Br:2],130-140 C,[Br;H0;D1;+0:2]-[CH3;D1;+0:1]>>C-O-[CH3;D1;+0:1].[BrH;D0;+0:2],[Br;H0;D1;+0:2]-[CH3;D1;+0:1]>>C-O-[CH3;D1;+0:1].[BrH;D0;+0:2]
243,CCOC.Br,CCBr,[CH3:1][CH2:2]OC.[BrH:3]>>[CH3:1][CH2:2][Br:3],130-140 C,[Br;H0;D1;+0:2]-[CH2;D2;+0:1]>>C-O-[CH2;D2;+0:1].[BrH;D0;+0:2],[Br;H0;D1;+0:3]-[CH2;D2;+0:1]-[C;D1;H3:2]>>C-O-[CH2;D2;+0:1]-[C;D1;H3:2].[BrH;D0;+0:3]
244,CCOCC.Br,CCBr,[CH3:1][CH2:2]OCC.[BrH:3]>>[CH3:1][CH2:2][Br:3],130-140 C,[Br;H0;D1;+0:2]-[CH2;D2;+0:1]>>C-C-O-[CH2;D2;+0:1].[BrH;D0;+0:2],[Br;H0;D1;+0:3]-[CH2;D2;+0:1]-[C;D1;H3:2]>>C-C-O-[CH2;D2;+0:1]-[C;D1;H3:2].[BrH;D0;+0:3]
245,CC(C)OC.Br,CC(C)Br,[CH3:1][CH:2]([CH3:3])OC.[BrH:4]>>[CH3:1][CH:2]([CH3:3])[Br:4],130-140 C,[Br;H0;D1;+0:2]-[CH;D3;+0:1]>>C-O-[CH;D3;+0:1].[BrH;D0;+0:2],[Br;H0;D1;+0:4]-[CH;D3;+0:1](-[C;D1;H3:2])-[C;D1;H3:3]>>C-O-[CH;D3;+0:1](-[C;D1;H3:2])-[C;D1;H3:3].[BrH;D0;+0:4]
246,CC(C)(C)OC.Br,CC(C)(C)Br,[CH3:1][C:2]([CH3:3])([CH3:4])OC.[BrH:5]>>[CH3:1][C:2]([CH3:3])([CH3:4])[Br:5],130-140 C,[Br;H0;D1;+0:2]-[C;H0;D4;+0:1]>>C-O-[C;H0;D4;+0:1].[BrH;D0;+0:2],[Br;H0;D1;+0:5]-[C;H0;D4;+0:1](-[C;D1;H3:2])(-[C;D1;H3:3])-[C;D1;H3:4]>>C-O-[C;H0;D4;+0:1](-[C;D1;H3:2])(-[C;D1;H3:3])-[C;D1;H3:4].[BrH;D0;+0:5]
247,Oc1ccccc1.C=O,Oc1ccc(CO)cc1,[OH:1][c:2]1[cH:3][cH:4][cH:5][cH:8][cH:9]1.[CH2:6]=[O:7]>>[OH:1][c:2]1[cH:3][cH:4][c:5]([CH2:6][OH:7])[cH:8][cH:9]1,H+,[OH;D1;+0:2]-[CH2;D2;+0:1]-[c;H0;D3;+0:3]>>[CH2;D1;+0:1]=[O;H0;D1;+0:2].[cH;D2;+0:3],[OH;D1;+0:2]-[CH2;D2;+0:1]-[c;H0;D3;+0:4](:[c:3]):[c:5]>>[CH2;D1;+0:1]=[O;H0;D1;+0:2].[c:3]:[cH;D2;+0:4]:[c:5]
248,CC(C)OCC.Br,CC(C)Br,[CH3:1][CH:2]([CH3:3])OCC.[BrH:4]>>[CH3:1][CH:2]([CH3:3])[Br:4],130-140 C,[Br;H0;D1;+0:2]-[CH;D3;+0:1]>>C-C-O-[CH;D3;+0:1].[BrH;D0;+0:2],[Br;H0;D1;+0:4]-[CH;D3;+0:1](-[C;D1;H3:2])-[C;D1;H3:3]>>C-C-O-[CH;D3;+0:1](-[C;D1;H3:2])-[C;D1;H3:3].[BrH;D0;+0:4]
249,CC(C)(C)OCC.Br,CC(C)(C)Br,[CH3:1][C:2]([CH3:3])([CH3:4])OCC.[BrH:5]>>[CH3:1][C:2]([CH3:3])([CH3:4])[Br:5],130-140 C,[Br;H0;D1;+0:2]-[C;H0;D4;+0:1]>>C-C-O-[C;H0;D4;+0:1].[BrH;D0;+0:2],[Br;H0;D1;+0:5]-[C;H0;D4;+0:1](-[C;D1;H3:2])(-[C;D1;H3:3])-[C;D1;H3:4]>>C-C-O-[C;H0;D4;+0:1](-[C;D1;H3:2])(-[C;D1;H3:3])-[C;D1;H3:4].[BrH;D0;+0:5]
250,CC(C)(C)OC(C)C.Br,CC(C)(C)Br,[CH3:1][C:2]([CH3:3])([CH3:4])OC(C)C.[BrH:5]>>[CH3:1][C:2]([CH3:3])([CH3:4])[Br:5],130-140 C,[Br;H0;D1;+0:2]-[C;H0;D4;+0:1]>>C-C(-C)-O-[C;H0;D4;+0:1].[BrH;D0;+0:2],[Br;H0;D1;+0:5]-[C;H0;D4;+0:1](-[C;D1;H3:2])(-[C;D1;H3:3])-[C;D1;H3:4]>>C-C(-C)-O-[C;H0;D4;+0:1](-[C;D1;H3:2])(-[C;D1;H3:3])-[C;D1;H3:4].[BrH;D0;+0:5]
251,COC.I,CI,CO[CH3:1].[IH:2]>>[CH3:1][I:2],130-140 C,[CH3;D1;+0:1]-[I;H0;D1;+0:2]>>C-O-[CH3;D1;+0:1].[IH;D0;+0:2],[CH3;D1;+0:1]-[I;H0;D1;+0:2]>>C-O-[CH3;D1;+0:1].[IH;D0;+0:2]
252,CCOC.I,CCI,[CH3:1][CH2:2]OC.[IH:3]>>[CH3:1][CH2:2][I:3],130-140 C,[CH2;D2;+0:1]-[I;H0;D1;+0:2]>>C-O-[CH2;D2;+0:1].[IH;D0;+0:2],[C;D1;H3:2]-[CH2;D2;+0:1]-[I;H0;D1;+0:3]>>C-O-[CH2;D2;+0:1]-[C;D1;H3:2].[IH;D0;+0:3]
253,CCOCC.I,CCI,[CH3:1][CH2:2]OCC.[IH:3]>>[CH3:1][CH2:2][I:3],130-140 C,[CH2;D2;+0:1]-[I;H0;D1;+0:2]>>C-C-O-[CH2;D2;+0:1].[IH;D0;+0:2],[C;D1;H3:2]-[CH2;D2;+0:1]-[I;H0;D1;+0:3]>>C-C-O-[CH2;D2;+0:1]-[C;D1;H3:2].[IH;D0;+0:3]
254,CC(C)OC.I,CC(C)I,[CH3:1][CH:2]([CH3:3])OC.[IH:4]>>[CH3:1][CH:2]([CH3:3])[I:4],130-140 C,[CH;D3;+0:1]-[I;H0;D1;+0:2]>>C-O-[CH;D3;+0:1].[IH;D0;+0:2],[C;D1;H3:2]-[CH;D3;+0:1](-[C;D1;H3:3])-[I;H0;D1;+0:4]>>C-O-[CH;D3;+0:1](-[C;D1;H3:2])-[C;D1;H3:3].[IH;D0;+0:4]
255,CC(C)(C)OC.I,CC(C)(C)I,[CH3:1][C:2]([CH3:3])([CH3:4])OC.[IH:5]>>[CH3:1][C:2]([CH3:3])([CH3:4])[I:5],130-140 C,[C;H0;D4;+0:1]-[I;H0;D1;+0:2]>>C-O-[C;H0;D4;+0:1].[IH;D0;+0:2],[C;D1;H3:2]-[C;H0;D4;+0:1](-[C;D1;H3:3])(-[C;D1;H3:4])-[I;H0;D1;+0:5]>>C-O-[C;H0;D4;+0:1](-[C;D1;H3:2])(-[C;D1;H3:3])-[C;D1;H3:4].[IH;D0;+0:5]
256,CC(C)OCC.I,CC(C)I,[CH3:1][CH:2]([CH3:3])OCC.[IH:4]>>[CH3:1][CH:2]([CH3:3])[I:4],130-140 C,[CH;D3;+0:1]-[I;H0;D1;+0:2]>>C-C-O-[CH;D3;+0:1].[IH;D0;+0:2],[C;D1;H3:2]-[CH;D3;+0:1](-[C;D1;H3:3])-[I;H0;D1;+0:4]>>C-C-O-[CH;D3;+0:1](-[C;D1;H3:2])-[C;D1;H3:3].[IH;D0;+0:4]
257,CC(C)(C)OCC.I,CC(C)(C)I,[CH3:1][C:2]([CH3:3])([CH3:4])OCC.[IH:5]>>[CH3:1][C:2]([CH3:3])([CH3:4])[I:5],130-140 C,[C;H0;D4;+0:1]-[I;H0;D1;+0:2]>>C-C-O-[C;H0;D4;+0:1].[IH;D0;+0:2],[C;D1;H3:2]-[C;H0;D4;+0:1](-[C;D1;H3:3])(-[C;D1;H3:4])-[I;H0;D1;+0:5]>>C-C-O-[C;H0;D4;+0:1](-[C;D1;H3:2])(-[C;D1;H3:3])-[C;D1;H3:4].[IH;D0;+0:5]
258,CC(C)(C)OC(C)C.I,CC(C)(C)I,[CH3:1]C(C)(C)O[CH:2]([CH3:3])[CH3:4].[IH:5]>>[CH3:1][C:2]([CH3:3])([CH3:4])[I:5],130-140 C,[CH3;D1;+0:1]-[C;H0;D4;+0:2]-[I;H0;D1;+0:3]>>C-C(-C)(-[CH3;D1;+0:1])-O-[CH;D3;+0:2].[IH;D0;+0:3],[C;D1;H3:3]-[C;H0;D4;+0:2](-[C;D1;H3:4])(-[CH3;D1;+0:1])-[I;H0;D1;+0:5]>>C-C(-C)(-[CH3;D1;+0:1])-O-[CH;D3;+0:2](-[C;D1;H3:3])-[C;D1;H3:4].[IH;D0;+0:5]
259,CO.CBr,COC,[CH3:1][OH:2].[CH3:3]Br>>[CH3:1][O:2][CH3:3],Base,[CH3;D1;+0:1]-[O;H0;D2;+0:2]>>Br-[CH3;D1;+0:1].[OH;D1;+0:2],[C;D1;H3:2]-[O;H0;D2;+0:3]-[CH3;D1;+0:1]>>Br-[CH3;D1;+0:1].[C;D1;H3:2]-[OH;D1;+0:3]
260,CCO.CBr,CCOC,[CH3:1][CH2:2][OH:3].[CH3:4]Br>>[CH3:1][CH2:2][O:3][CH3:4],Base,[CH3;D1;+0:1]-[O;H0;D2;+0:2]>>Br-[CH3;D1;+0:1].[OH;D1;+0:2],[C:2]-[O;H0;D2;+0:3]-[CH3;D1;+0:1]>>Br-[CH3;D1;+0:1].[C:2]-[OH;D1;+0:3]
261,CC(C)O.CBr,CC(C)OC,[CH3:1][CH:2]([CH3:3])[OH:4].[CH3:5]Br>>[CH3:1][CH:2]([CH3:3])[O:4][CH3:5],Base,[CH3;D1;+0:1]-[O;H0;D2;+0:2]>>Br-[CH3;D1;+0:1].[OH;D1;+0:2],[C:2]-[O;H0;D2;+0:3]-[CH3;D1;+0:1]>>Br-[CH3;D1;+0:1].[C:2]-[OH;D1;+0:3]
262,CC(C)(C)O.CBr,CC(C)(C)OC,[CH3:1][C:2]([CH3:3])([CH3:4])[OH:5].[CH3:6]Br>>[CH3:1][C:2]([CH3:3])([CH3:4])[O:5][CH3:6],Base,[CH3;D1;+0:1]-[O;H0;D2;+0:2]>>Br-[CH3;D1;+0:1].[OH;D1;+0:2],[C;D1;H3:2]-[C:3](-[C;D1;H3:4])(-[C;D1;H3:5])-[O;H0;D2;+0:6]-[CH3;D1;+0:1]>>Br-[CH3;D1;+0:1].[C;D1;H3:2]-[C:3](-[C;D1;H3:4])(-[C;D1;H3:5])-[OH;D1;+0:6]
